origin_city,destination_city,avg_speed_mph,weight_of_truck_tons,fuel_price_usd_per_gallon,fuel_efficiency_mpg,traffic_status,road_condition_score,weather_condition,season,delivery_target_days,driver_hours_per_day,market_demand_index,carrier_type,holiday_indicator,lane_type_original,lane_type_corrected,lane_id_corrected,ref_distance_miles,ref_speed_limit_mph,ref_total_lane_cost_usd,fuel_cost_usd,total_cost_usd,avg_speed_mph_corrected
"Chicago, IL","Miami, FL",55.2,10.4,3.86,7.96,High,7.4,Fog,Fall,4,8,6.1,Dry Van,0,slow,slow,1,1370,60,2561.9,664.3467337,3226.246734,55.2
"Denver, CO","New York, NY",57.5,12.7,4.06,6.07,High,4.1,Rain,Spring,5,8,9,Dry Van,1,fast,slow,1,1872,60,3474.43,1252.112026,4726.542026,57.5
"Atlanta, GA","Houston, TX",74.9,12.6,4.76,6.41,Medium,6.7,Fog,Fall,2,8,8,Dry Van,0,slow,fast,3,806,80,2162.5,598.5273011,2761.027301,74.9
"Los Angeles, CA","Miami, FL",59.9,11.8,4.23,4.87,Low,8.6,Clear,Fall,6,8,3.8,Flatbed,1,fast,slow,1,2686,60,4998.65,2333.014374,7331.664374,59.9
"Miami, FL","Seattle, WA",67,19.7,3.55,7.75,Low,7.9,Storm,Spring,6,8,5.8,Flatbed,1,slow,normal,2,3141,70,6847.38,1438.780645,8286.160645,67
"New York, NY","Los Angeles, CA",68.5,13.4,4.93,4.09,High,8.6,Snow,Winter,6,8,0.5,Flatbed,1,slow,normal,2,2812,70,6186.4,3389.525672,9575.925672,68.5
"Denver, CO","Atlanta, GA",47.8,29,4.37,7.9,Low,9.1,Storm,Summer,4,8,6.7,Dry Van,1,slow,slow,1,1392,60,2540.4,770.0050633,3310.405063,47.8
"Atlanta, GA","Denver, CO",60.2,6.5,3.94,4.52,Medium,8.3,Rain,Fall,3,8,9.9,Refrigerated,1,slow,normal,2,1392,70,2992.8,1213.380531,4206.180531,60.2
"Los Angeles, CA","Dallas, TX",68,11.7,3.68,7.67,Medium,8.5,Clear,Summer,3,8,2.5,Dry Van,0,normal,normal,2,1423,70,3073.68,682.7431551,3756.423155,68
"Seattle, WA","Miami, FL",71,10.8,4.41,5.57,Low,4.7,Rain,Winter,6,8,1.1,Refrigerated,0,slow,fast,3,3141,80,8581.21,2486.859964,11068.06996,71
"Dallas, TX","Houston, TX",70.9,14,4.24,6.66,High,8.7,Rain,Spring,1,8,3.9,Flatbed,0,fast,fast,3,259,80,693.08,164.8888889,857.9688889,70.9
"Los Angeles, CA","New York, NY",51.2,9.8,4.24,5.43,Low,5.8,Clear,Summer,7,8,2.2,Dry Van,0,slow,slow,1,2812,60,5258.44,2195.742173,7454.182173,51.2
"Miami, FL","Seattle, WA",56,7.7,3.55,5.61,Medium,8.5,Storm,Fall,8,8,7.2,Tanker,1,slow,slow,1,3141,60,5817.13,1987.620321,7804.750321,56
"Houston, TX","Dallas, TX",66.6,9.5,4.17,7.76,High,7.7,Clear,Summer,1,8,5.7,Dry Van,0,slow,normal,2,259,70,554.26,139.1791237,693.4391237,66.6
"Denver, CO","Houston, TX",74.8,15.6,4.27,5.92,Low,8.3,Clear,Winter,2,8,3.1,Tanker,0,normal,fast,3,1010,80,2709.83,728.4966216,3438.326622,74.8
"New York, NY","Seattle, WA",62.9,12,4.59,5.71,Medium,4.7,Storm,Fall,6,8,4.3,Refrigerated,1,normal,normal,2,2762,70,6048.78,2220.241681,8269.021681,62.9
"Seattle, WA","Miami, FL",68.3,29,4.75,6.1,Medium,7.3,Fog,Summer,6,8,8.2,Tanker,1,fast,normal,2,3141,70,6847.38,2445.860656,9293.240656,68.3
"Chicago, IL","Denver, CO",71,22.8,4.11,7.02,Low,4.2,Rain,Summer,2,8,0.8,Refrigerated,0,fast,fast,3,1056,80,2877.6,618.2564103,3495.85641,71
"New York, NY","Los Angeles, CA",48.2,29.6,4.08,6.65,Medium,5.7,Rain,Spring,8,8,9.5,Flatbed,0,fast,slow,1,2812,60,5258.44,1725.257143,6983.697143,48.2
"Los Angeles, CA","Dallas, TX",72.7,21.6,3.47,7.04,High,6,Clear,Winter,3,8,6.7,Dry Van,0,normal,fast,3,1423,80,3847.79,701.3934659,4549.183466,72.7
"New York, NY","Houston, TX",54.3,10.8,4.96,5.99,Low,10,Clear,Summer,4,8,2.2,Tanker,0,fast,slow,1,1630,60,3018.76,1349.716194,4368.476194,54.3
"Chicago, IL","Phoenix, AZ",41.4,27.6,4.64,6.9,Medium,7.7,Rain,Fall,6,8,2.8,Dry Van,0,fast,slow,1,1670,60,3086.16,1123.014493,4209.174493,41.4
"Los Angeles, CA","Seattle, WA",60.3,29.4,4.66,7.99,Low,7.5,Clear,Winter,3,8,5,Flatbed,0,fast,normal,2,1104,70,2395.68,643.8848561,3039.564856,60.3
"Denver, CO","New York, NY",67.1,5,4.01,4.94,Low,9.2,Rain,Winter,4,8,6.3,Flatbed,0,normal,normal,2,1872,70,4090.32,1519.578947,5609.898947,67.1
"Miami, FL","Atlanta, GA",53.9,5.7,3.19,7.38,Low,4.3,Storm,Summer,2,8,1.8,Refrigerated,1,fast,slow,1,697,60,1288.06,301.2777778,1589.337778,53.9
"Atlanta, GA","Chicago, IL",49.6,6,3.35,6.6,Medium,7,Clear,Summer,2,8,0.6,Refrigerated,1,slow,slow,1,677,60,1251.1,343.6287879,1594.728788,49.6
"Atlanta, GA","Seattle, WA",74.9,5.4,4.94,4.94,High,8.2,Clear,Summer,5,8,5.1,Refrigerated,1,slow,fast,3,2505,80,6755.98,2505,9260.98,74.9
"New York, NY","Los Angeles, CA",65.1,20,4.02,7.93,High,9.6,Storm,Winter,6,8,8.8,Flatbed,1,fast,normal,2,2812,70,6186.4,1425.503153,7611.903153,65.1
"Denver, CO","Seattle, WA",52.2,10.8,4.97,4.61,Medium,6.2,Rain,Fall,3,8,9.8,Tanker,0,fast,slow,1,1172,60,2144.76,1263.522777,3408.282777,52.2
"Atlanta, GA","Los Angeles, CA",66,22.1,4.7,4.86,Low,8.5,Storm,Fall,5,8,1.7,Refrigerated,0,fast,normal,2,2223,70,4812.8,2149.814815,6962.614815,66
"Phoenix, AZ","Denver, CO",74,24.5,3.57,6.26,Low,6.4,Storm,Summer,2,8,3.6,Flatbed,1,fast,fast,3,673,80,1810.37,383.8035144,2194.173514,74
"Los Angeles, CA","Denver, CO",63.6,24.5,4.75,4.62,Low,8.9,Rain,Fall,2,8,4.3,Dry Van,0,normal,normal,2,954,70,2065.41,980.8441558,3046.254156,63.6
"Dallas, TX","Chicago, IL",55.9,9.9,3.32,5.89,Low,8.6,Storm,Spring,3,8,7.9,Refrigerated,0,slow,slow,1,925,60,1704.77,521.3921902,2226.16219,55.9
"New York, NY","Los Angeles, CA",66.2,27.4,3.15,7.72,High,6.4,Storm,Spring,6,8,0.8,Dry Van,0,slow,normal,2,2812,70,6186.4,1147.38342,7333.78342,66.2
"Phoenix, AZ","Chicago, IL",65.7,29.9,4.54,5.53,Medium,7.3,Snow,Winter,4,8,2.2,Tanker,1,fast,normal,2,1670,70,3632.25,1371.030741,5003.280741,65.7
"Phoenix, AZ","Denver, CO",57.6,22.7,4.14,4.15,High,8.8,Clear,Fall,2,8,9.4,Dry Van,0,slow,slow,1,673,60,1228.23,671.3783133,1899.608313,57.6
"Dallas, TX","Seattle, WA",57.9,6.6,4.79,7.92,Low,4.9,Snow,Spring,5,8,0.2,Flatbed,0,fast,slow,1,1932,60,3525.9,1168.469697,4694.369697,57.9
"Phoenix, AZ","New York, NY",50.9,19.7,3.08,6.86,Low,7.2,Fog,Winter,7,8,0.9,Dry Van,1,normal,slow,1,2461,60,4567.62,1104.938776,5672.558776,50.9
"New York, NY","Seattle, WA",62.7,17.9,3.36,7.18,Low,10,Storm,Summer,6,8,7.8,Dry Van,1,fast,normal,2,2762,70,6048.78,1292.523677,7341.303677,62.7
"Los Angeles, CA","Dallas, TX",51.8,6.7,3.83,4.62,High,5.5,Rain,Fall,4,8,9.7,Tanker,1,fast,slow,1,1423,60,2609.78,1179.67316,3789.45316,51.8
"Denver, CO","Seattle, WA",46.8,27.5,3.28,6.03,Low,7.9,Storm,Summer,4,8,9.5,Flatbed,0,normal,slow,1,1172,60,2144.76,637.5058043,2782.265804,46.8
"Miami, FL","Phoenix, AZ",58.5,6.9,4.7,5.65,Medium,8.2,Storm,Spring,5,8,6.8,Dry Van,1,slow,slow,1,2276,60,4206.05,1893.309735,6099.359735,58.5
"Atlanta, GA","Houston, TX",49.7,20.6,4.92,7.34,Medium,4.7,Clear,Fall,3,8,8.6,Dry Van,0,fast,slow,1,806,60,1467.73,540.2615804,2007.99158,49.7
"New York, NY","Dallas, TX",57.5,16.2,4.52,6.83,Medium,6,Fog,Spring,4,8,4.1,Tanker,1,normal,slow,1,1576,60,2918.75,1042.97511,3961.72511,57.5
"New York, NY","Houston, TX",54.8,21.8,3.87,5.3,Medium,8.5,Storm,Fall,4,8,7.3,Tanker,0,slow,slow,1,1630,60,3018.76,1190.207547,4208.967547,54.8
"Seattle, WA","Dallas, TX",51.4,26.2,4.81,5.81,High,4.1,Fog,Summer,5,8,4.5,Tanker,1,fast,slow,1,1932,60,3525.9,1599.46988,5125.36988,51.4
"Seattle, WA","Miami, FL",60.1,20.5,4.87,4.66,High,7.3,Storm,Summer,7,8,1.6,Tanker,1,fast,normal,2,3141,70,6847.38,3282.54721,10129.92721,60.1
"Chicago, IL","Seattle, WA",56.6,16.6,4.31,5.88,High,4.9,Storm,Summer,5,8,9.1,Flatbed,1,slow,slow,1,1993,60,3691.04,1460.855442,5151.895442,56.6
"Phoenix, AZ","Atlanta, GA",64.1,19.8,4.5,4.6,Medium,9.6,Storm,Summer,4,8,8.5,Refrigerated,1,normal,normal,2,1827,70,3928.05,1787.282609,5715.332609,64.1
"New York, NY","Seattle, WA",65.9,24.5,3.79,5.54,Low,7.9,Fog,Summer,6,8,7.4,Flatbed,1,fast,normal,2,2762,70,6048.78,1889.527076,7938.307076,65.9
"Houston, TX","Miami, FL",46.7,21.6,3.2,7.89,High,9.2,Rain,Fall,3,8,8.2,Flatbed,1,slow,slow,1,1112,60,2049.42,451.0012674,2500.421267,46.7
"Los Angeles, CA","Chicago, IL",49.1,26.2,3.39,5.65,Low,7.3,Fog,Spring,6,8,0.3,Tanker,0,slow,slow,1,2004,60,3729.44,1202.4,4931.84,49.1
"Denver, CO","New York, NY",61.3,13.9,4.55,6.61,High,5.4,Storm,Winter,4,8,6.3,Flatbed,0,normal,normal,2,1872,70,4090.32,1288.593041,5378.913041,61.3
"Houston, TX","Seattle, WA",45.9,13.2,3.61,4.43,Medium,7.3,Storm,Winter,6,8,5.8,Refrigerated,0,normal,slow,1,2173,60,3965.72,1770.774266,5736.494266,45.9
"Seattle, WA","New York, NY",44.5,15.9,4.22,6.7,High,8.2,Rain,Winter,8,8,3.4,Dry Van,1,fast,slow,1,2762,60,5140.08,1739.647761,6879.727761,44.5
"Houston, TX","Seattle, WA",51,17.2,4.2,7.74,Low,5.4,Storm,Fall,6,8,8.7,Dry Van,0,fast,slow,1,2173,60,3965.72,1179.147287,5144.867287,51
"Seattle, WA","Miami, FL",57.1,7.9,3.97,4.44,Low,9.3,Clear,Spring,7,8,6.5,Tanker,1,normal,slow,1,3141,60,5817.13,2808.506757,8625.636757,57.1
"Dallas, TX","New York, NY",66.6,11,4.37,5.18,Low,4.1,Clear,Summer,3,8,1.1,Tanker,1,slow,normal,2,1576,70,3435.68,1329.559846,4765.239846,66.6
"Chicago, IL","Miami, FL",72.4,29.2,3.47,7.24,Low,6.1,Clear,Summer,3,8,7.9,Tanker,1,fast,fast,3,1370,80,3781.2,656.6160221,4437.816022,72.4
"Chicago, IL","Seattle, WA",54.2,13.4,4.57,5.64,High,8.1,Rain,Fall,5,8,9.8,Dry Van,1,normal,slow,1,1993,60,3691.04,1614.89539,5305.93539,54.2
"Phoenix, AZ","Dallas, TX",55,23.1,4.66,7.6,Medium,4.4,Clear,Winter,3,8,3.2,Tanker,0,fast,slow,1,1017,60,1851.96,623.5815789,2475.541579,55
"Denver, CO","Dallas, TX",45.9,17.4,4.33,5.99,Low,8,Rain,Fall,3,8,8.8,Dry Van,0,slow,slow,1,762,60,1387.6,550.8280467,1938.428047,45.9
"Dallas, TX","Atlanta, GA",61.6,27,3.26,7.19,Medium,4.7,Snow,Summer,2,8,3.2,Refrigerated,0,normal,normal,2,828,70,1776.06,375.4214186,2151.481419,61.6
"Denver, CO","Phoenix, AZ",50.6,20.9,3.73,7.44,High,7.8,Snow,Fall,2,8,3.4,Tanker,1,normal,slow,1,673,60,1228.23,337.4045699,1565.63457,50.6
"Los Angeles, CA","Houston, TX",53.5,18.4,4.3,5.39,Medium,5.8,Rain,Spring,4,8,8.6,Flatbed,1,slow,slow,1,1577,60,2892.22,1258.089054,4150.309054,53.5
"Miami, FL","Denver, CO",43,25.5,4.54,5.18,Low,4.5,Snow,Fall,6,8,9.6,Refrigerated,0,normal,slow,1,1984,60,3666.43,1738.872587,5405.302587,43
"Los Angeles, CA","Chicago, IL",68.6,10.7,4.36,4.33,Low,7.5,Snow,Spring,4,8,9.3,Refrigerated,1,fast,normal,2,2004,70,4388.76,2017.884527,6406.644527,68.6
"Phoenix, AZ","Dallas, TX",53.9,26,3.88,4.95,Medium,7.3,Snow,Fall,3,8,9,Tanker,1,normal,slow,1,1017,60,1851.96,797.1636364,2649.123636,53.9
"Seattle, WA","Houston, TX",43.7,24.9,3.5,4.23,Medium,6.4,Snow,Spring,7,8,9.4,Tanker,1,fast,slow,1,2173,60,3965.72,1797.990544,5763.710544,43.7
"Los Angeles, CA","Chicago, IL",66.3,26,3.55,4.86,High,9.5,Rain,Summer,4,8,2.4,Flatbed,1,slow,normal,2,2004,70,4388.76,1463.82716,5852.58716,66.3
"Chicago, IL","Los Angeles, CA",46.4,12,4.03,6.94,Medium,4.6,Snow,Spring,6,8,4.3,Flatbed,0,normal,slow,1,2004,60,3729.44,1163.706052,4893.146052,46.4
"New York, NY","Dallas, TX",74.7,18.2,3.58,7.16,High,5,Rain,Fall,3,8,7.8,Refrigerated,0,slow,fast,3,1576,80,4305.63,788,5093.63,74.7
"Chicago, IL","New York, NY",47.1,21.3,4.47,4.5,Medium,5.7,Rain,Spring,3,8,2.4,Tanker,1,fast,slow,1,818,60,1537.02,812.5466667,2349.566667,47.1
"Los Angeles, CA","Denver, CO",73,29.9,4.37,6.29,High,8.3,Storm,Spring,2,8,7.4,Dry Van,1,normal,fast,3,954,80,2586.29,662.7949126,3249.084913,73
"Miami, FL","Seattle, WA",50.9,13.6,3.74,5.38,Low,8.7,Rain,Summer,8,8,0,Refrigerated,1,normal,slow,1,3141,60,5817.13,2183.520446,8000.650446,50.9
"Los Angeles, CA","Miami, FL",61.8,8,3.14,7.31,Medium,6.7,Clear,Summer,6,8,9.3,Tanker,1,slow,normal,2,2686,70,5882.34,1153.767442,7036.107442,61.8
"New York, NY","Chicago, IL",48.4,19.6,4.38,4.56,Low,6.2,Clear,Summer,3,8,5.5,Flatbed,0,normal,slow,1,818,60,1537.02,785.7105263,2322.730526,48.4
"Miami, FL","Houston, TX",62.1,6.7,3.29,6.19,Low,4.4,Snow,Fall,3,8,1.4,Tanker,1,fast,normal,2,1112,70,2413.04,591.0306947,3004.070695,62.1
"Houston, TX","Phoenix, AZ",53.7,15,4.53,6,Medium,8.4,Rain,Summer,3,8,5.9,Refrigerated,1,slow,slow,1,1166,60,2123.29,880.33,3003.62,53.7
"Phoenix, AZ","Seattle, WA",61.3,20.4,4.58,7.8,High,6.3,Snow,Winter,3,8,0.9,Tanker,0,fast,normal,2,1282,70,2762.71,752.7641026,3515.474103,61.3
"Miami, FL","Houston, TX",54.4,25.9,4.03,6.92,High,4.1,Fog,Spring,3,8,2.2,Dry Van,1,fast,slow,1,1112,60,2049.42,647.5953757,2697.015376,54.4
"New York, NY","Atlanta, GA",43.3,18.4,4,5.39,Medium,5,Rain,Fall,3,8,7.5,Flatbed,0,slow,slow,1,858,60,1592.45,636.7346939,2229.184694,43.3
"Atlanta, GA","Chicago, IL",53.9,21.4,4.66,7.17,Low,8.3,Fog,Winter,2,8,4.6,Flatbed,0,fast,slow,1,677,60,1251.1,440.0027894,1691.102789,53.9
"Atlanta, GA","Seattle, WA",64.2,21.1,4.36,4.84,Low,8.8,Fog,Winter,5,8,5.4,Tanker,0,fast,normal,2,2505,70,5398.28,2256.570248,7654.850248,64.2
"Seattle, WA","Chicago, IL",50,11.3,3.01,5.59,Low,6.9,Fog,Fall,5,8,0.7,Refrigerated,0,normal,slow,1,1993,60,3691.04,1073.153846,4764.193846,50
"Houston, TX","Seattle, WA",49.2,14.2,3.1,6.61,Low,8.3,Snow,Winter,6,8,5.5,Dry Van,0,normal,slow,1,2173,60,3965.72,1019.107413,4984.827413,49.2
"Chicago, IL","Phoenix, AZ",69.4,14.9,4.8,5.04,Medium,6.4,Fog,Summer,4,8,8.9,Refrigerated,1,fast,normal,2,1670,70,3632.25,1590.47619,5222.72619,69.4
"Atlanta, GA","Phoenix, AZ",60.1,10.5,3.81,7.9,Low,7.6,Clear,Winter,4,8,4.5,Dry Van,1,fast,normal,2,1827,70,3928.05,881.1227848,4809.172785,60.1
"Phoenix, AZ","Atlanta, GA",55,22.6,4.7,6.03,Medium,6.9,Fog,Fall,5,8,1.8,Flatbed,1,normal,slow,1,1827,60,3334.28,1424.029851,4758.309851,55
"Phoenix, AZ","Denver, CO",51.1,25,4.43,7.16,High,9.6,Fog,Winter,2,8,6.7,Dry Van,0,slow,slow,1,673,60,1228.23,416.3952514,1644.625251,51.1
"Atlanta, GA","Denver, CO",45.4,15,3.43,5.22,High,10,Storm,Summer,4,8,7.4,Tanker,1,slow,slow,1,1392,60,2540.4,914.6666667,3455.066667,45.4
"Houston, TX","Miami, FL",60.9,15.4,3.32,4.71,High,4.5,Storm,Winter,3,8,0.2,Flatbed,0,slow,normal,2,1112,70,2413.04,783.8301486,3196.870149,60.9
"Dallas, TX","Seattle, WA",56,23.4,3.32,5.09,High,5.4,Snow,Fall,5,8,2.2,Refrigerated,0,fast,slow,1,1932,60,3525.9,1260.165029,4786.065029,56
"Seattle, WA","Atlanta, GA",65.5,20.3,3.16,6.55,High,6.9,Snow,Spring,5,8,2.9,Flatbed,0,fast,normal,2,2505,70,5398.28,1208.519084,6606.799084,65.5
"Seattle, WA","Denver, CO",65.6,10.5,4.81,5.96,High,8.1,Snow,Summer,3,8,2.6,Refrigerated,1,fast,normal,2,1172,70,2525.66,945.8590604,3471.51906,65.6
"Denver, CO","Houston, TX",51.2,17.5,3.75,6.56,High,6.9,Storm,Summer,3,8,6.5,Tanker,1,fast,slow,1,1010,60,1839.21,577.3628049,2416.572805,51.2
"Phoenix, AZ","Los Angeles, CA",52,7.4,3.44,4.9,Medium,9.6,Fog,Summer,1,8,0.4,Dry Van,0,fast,slow,1,410,60,753.99,287.8367347,1041.826735,52
"Seattle, WA","Chicago, IL",42.8,19.7,3.37,5.99,Low,6.2,Rain,Spring,6,8,8.7,Flatbed,1,fast,slow,1,1993,60,3691.04,1121.270451,4812.310451,42.8
"New York, NY","Phoenix, AZ",54.7,6.4,4.89,7.81,High,4.1,Storm,Winter,6,8,9,Refrigerated,1,fast,slow,1,2461,60,4567.62,1540.882202,6108.502202,54.7
"Seattle, WA","New York, NY",56.9,27.7,3.65,7.87,High,4.6,Storm,Fall,7,8,4.5,Flatbed,1,slow,slow,1,2762,60,5140.08,1280.978399,6421.058399,56.9
"Dallas, TX","Miami, FL",70.8,11.3,3.04,4.54,High,8,Snow,Summer,3,8,1.3,Dry Van,0,fast,fast,3,1277,80,3470.89,855.0837004,4325.9737,70.8
"Houston, TX","Atlanta, GA",56.2,27.1,3.59,6.24,Medium,8.5,Rain,Fall,2,8,6,Flatbed,0,normal,slow,1,806,60,1467.73,463.7083333,1931.438333,56.2
"Los Angeles, CA","Atlanta, GA",48.6,19,4.09,7.96,Low,5.2,Rain,Summer,6,8,6.1,Tanker,0,fast,slow,1,2223,60,4088.1,1142.219849,5230.319849,48.6
"Chicago, IL","Atlanta, GA",62.4,29.3,4.89,4.92,Medium,5,Storm,Winter,2,8,5.9,Dry Van,1,fast,normal,2,677,70,1472.47,672.8719512,2145.341951,62.4
"New York, NY","Dallas, TX",66,20,3.22,7.16,High,4.5,Storm,Spring,3,8,7.7,Flatbed,1,slow,normal,2,1576,70,3435.68,708.7597765,4144.439777,66
"Phoenix, AZ","Dallas, TX",64.5,14.6,3.02,5.32,Medium,7.6,Rain,Fall,2,8,6.9,Tanker,0,normal,normal,2,1017,70,2181.47,577.3195489,2758.789549,64.5
"Atlanta, GA","Miami, FL",55.9,26.9,4.71,7.51,High,8,Snow,Winter,2,8,4.8,Tanker,0,slow,slow,1,697,60,1288.06,437.1331558,1725.193156,55.9
"Miami, FL","Atlanta, GA",47.4,23.5,4.1,4.38,High,7.3,Fog,Winter,2,8,0.1,Flatbed,0,slow,slow,1,697,60,1288.06,652.4429224,1940.502922,47.4
"New York, NY","Atlanta, GA",57.1,18.6,3.56,6.17,Low,5,Clear,Spring,2,8,8.2,Refrigerated,1,fast,slow,1,858,60,1592.45,495.0534846,2087.503485,57.1
"Houston, TX","Los Angeles, CA",43.7,18.9,4.62,4.51,Medium,4.6,Snow,Winter,5,8,8,Refrigerated,1,fast,slow,1,1577,60,2892.22,1615.463415,4507.683415,43.7
"Dallas, TX","New York, NY",43.8,17.9,3.79,6.07,High,6.6,Snow,Winter,5,8,7.3,Flatbed,0,fast,slow,1,1576,60,2918.75,984.0263591,3902.776359,43.8
"Houston, TX","Miami, FL",62.7,10,3.79,4.28,Low,6.7,Snow,Spring,3,8,5.6,Tanker,0,slow,normal,2,1112,70,2413.04,984.6915888,3397.731589,62.7
"Denver, CO","Chicago, IL",50,7.4,4.78,4.05,High,4,Storm,Fall,3,8,10,Refrigerated,1,normal,slow,1,1056,60,1951.49,1246.340741,3197.830741,50
"Denver, CO","Los Angeles, CA",40.5,10.7,4.94,7.23,Low,7.4,Rain,Summer,3,8,0.1,Tanker,0,normal,slow,1,954,60,1754.41,651.8340249,2406.244025,40.5
"Atlanta, GA","Miami, FL",61.4,5.5,4.99,4.73,High,8.3,Clear,Winter,2,8,5.4,Dry Van,1,slow,normal,2,697,70,1515.97,735.3128964,2251.282896,61.4
"Denver, CO","Chicago, IL",66.8,19.6,3.17,7.39,High,7.3,Snow,Fall,2,8,6.5,Refrigerated,0,normal,normal,2,1056,70,2296.8,452.9797023,2749.779702,66.8
"Miami, FL","Denver, CO",69.5,29.2,4.43,5.68,Low,9.7,Storm,Fall,4,8,7.3,Refrigerated,1,normal,normal,2,1984,70,4315.2,1547.380282,5862.580282,69.5
"Miami, FL","Chicago, IL",67.4,11.9,3.8,5.65,Medium,6.9,Snow,Spring,3,8,4.5,Tanker,0,slow,normal,2,1370,70,3014,921.4159292,3935.415929,67.4
"Los Angeles, CA","Seattle, WA",58.6,25.5,4.03,4.92,Medium,8,Fog,Spring,3,8,3.2,Tanker,0,slow,slow,1,1104,60,2034.67,904.2926829,2938.962683,58.6
"Los Angeles, CA","Seattle, WA",45.1,13.5,4.82,7.65,Medium,7.5,Fog,Fall,4,8,8.5,Flatbed,1,fast,slow,1,1104,60,2034.67,695.5921569,2730.262157,45.1
"Atlanta, GA","Houston, TX",57.1,19,3.83,4.29,High,6.5,Clear,Fall,2,8,8,Dry Van,1,slow,slow,1,806,60,1467.73,719.5757576,2187.305758,57.1
"Chicago, IL","Denver, CO",41.8,18.2,3.21,4.8,Low,9.4,Clear,Fall,4,8,0.6,Dry Van,0,slow,slow,1,1056,60,1951.49,706.2,2657.69,41.8
"Miami, FL","Seattle, WA",63.6,8.3,3.65,4.26,Medium,7.9,Fog,Summer,7,8,8.3,Flatbed,1,fast,normal,2,3141,70,6847.38,2691.232394,9538.612394,63.6
"Chicago, IL","Dallas, TX",69.6,26.4,4.15,6.07,High,6.4,Storm,Winter,2,8,2.6,Refrigerated,1,slow,normal,2,925,70,2007.25,632.4135091,2639.663509,69.6
"Atlanta, GA","Dallas, TX",49.3,15.8,3.45,5.4,Low,7.9,Fog,Fall,3,8,2.5,Refrigerated,1,normal,slow,1,828,60,1507.79,529,2036.79,49.3
"Los Angeles, CA","Seattle, WA",68.2,11.2,3.08,4.82,Medium,5.2,Snow,Summer,3,8,3.8,Tanker,0,slow,normal,2,1104,70,2395.68,705.4605809,3101.140581,68.2
"Seattle, WA","Atlanta, GA",48.8,16.3,4.28,7.51,Medium,7.1,Rain,Winter,7,8,8.7,Tanker,0,fast,slow,1,2505,60,4584.15,1427.616511,6011.766511,48.8
"Denver, CO","Phoenix, AZ",42.8,16.1,4.57,4.12,Medium,7.5,Storm,Winter,2,8,8.4,Refrigerated,0,normal,slow,1,673,60,1228.23,746.5072816,1974.737282,42.8
"Seattle, WA","New York, NY",64.8,27.6,3.33,6.85,High,8.4,Storm,Fall,6,8,9.2,Dry Van,1,normal,normal,2,2762,70,6048.78,1342.694891,7391.474891,64.8
"Miami, FL","Chicago, IL",74.5,10.4,4.43,6.14,Low,8.9,Snow,Fall,3,8,5.3,Refrigerated,1,fast,fast,3,1370,80,3781.2,988.4527687,4769.652769,74.5
"Chicago, IL","Phoenix, AZ",62,25.3,4.52,7.04,Low,6.6,Clear,Fall,4,8,3.7,Flatbed,0,normal,normal,2,1670,70,3632.25,1072.215909,4704.465909,62
"Denver, CO","Houston, TX",52.9,17.5,3.42,4.69,Low,7.1,Rain,Summer,3,8,2.4,Refrigerated,0,fast,slow,1,1010,60,1839.21,736.5031983,2575.713198,52.9
"Seattle, WA","Phoenix, AZ",71.5,16.8,4.71,7.71,High,4.6,Fog,Fall,3,8,4.8,Dry Van,0,slow,fast,3,1282,80,3457.55,783.1673152,4240.717315,71.5
"Atlanta, GA","New York, NY",54.9,13.2,4.28,4.01,Medium,9.8,Fog,Fall,2,8,9.2,Flatbed,1,normal,slow,1,858,60,1592.45,915.7705736,2508.220574,54.9
"Chicago, IL","Atlanta, GA",48.3,10.9,4.99,4.02,Low,7.8,Storm,Winter,2,8,6.7,Flatbed,1,fast,slow,1,677,60,1251.1,840.3557214,2091.455721,48.3
"Atlanta, GA","Seattle, WA",73.5,27.3,3.87,6.29,Medium,9.8,Clear,Spring,5,8,4.5,Refrigerated,1,fast,fast,3,2505,80,6755.98,1541.232114,8297.212114,73.5
"Los Angeles, CA","Miami, FL",50.6,14.3,3.33,4.84,Low,7.9,Clear,Summer,7,8,2.3,Flatbed,0,normal,slow,1,2686,60,4998.65,1848.012397,6846.662397,50.6
"Atlanta, GA","Chicago, IL",53.1,29.7,4.71,5.55,Low,9.5,Snow,Fall,2,8,5.7,Tanker,0,fast,slow,1,677,60,1251.1,574.5351351,1825.635135,53.1
"Dallas, TX","Houston, TX",54.4,12.9,4.16,7.75,Low,5.7,Clear,Winter,1,8,8.4,Tanker,1,normal,slow,1,259,60,470.34,139.0245161,609.3645161,54.4
"Chicago, IL","Atlanta, GA",49.8,27.1,3.16,6.42,Medium,9.2,Snow,Spring,2,8,4.4,Flatbed,0,slow,slow,1,677,60,1251.1,333.2274143,1584.327414,49.8
"New York, NY","Phoenix, AZ",43.1,17.4,4.86,7.59,High,6,Snow,Winter,8,8,7,Refrigerated,0,fast,slow,1,2461,60,4567.62,1575.818182,6143.438182,43.1
"Houston, TX","Seattle, WA",42.3,17.6,4.2,4.02,Low,4.6,Storm,Fall,7,8,3.5,Refrigerated,1,normal,slow,1,2173,60,3965.72,2270.298507,6236.018507,42.3
"Houston, TX","Denver, CO",50.3,11.9,4.74,4.58,Low,7,Rain,Summer,3,8,2.7,Flatbed,1,slow,slow,1,1010,60,1839.21,1045.283843,2884.493843,50.3
